Name,Link,Ingredients,Recipe Text
Курица терияки с виноградным соусом,/recepty/osnovnye-blyuda/kurica-terijaki-s-vinogradnim-sousom-35080,"['Куриное филе', 'Темный соевый соус', 'Мед', 'Оливковое масло', 'Сливочное масло', 'Лук-шалот', 'Тертый корень имбиря', 'Белое сухое вино', 'Красный виноград', 'Молотый черный перец']","1. Для маринада соедините в миске 1 столовую ложку меда, 4 столовые ложки соевого соуса и молотый черный перец. Куриное филе нарежьте на тонкие длинные полоски и положите их эту миску. Хорошо перемешайте, накройте пленкой и поставьте в холодильник на полчаса или на всю ночь.
2. Для соуса разрежьте виноград на четвертинки, положите в высокую чашу и обработайте погружным блендером в течение нескольких секунд (большая часть превратится в пюре, но в целом масса останется неоднородной). В сотейнике растопите сливочное масло, обжарьте на нем мелко порезанный лук и натертый имбирь. Добавьте вино, дайте ему немного выпариться. Добавьте виноградную массу, продолжайте готовить минут пять. Введите оставшиеся соевый соус и мед, снимите с огня и процедите соус.
3. Разогрейте оливковое масло в сковороде. Достаньте кусочки курицы из маринада, обжарьте их до золотистого цвета. Добавьте маринад, доведите до кипения, уменьшите огонь и готовьте под крышкой минут 10–15.
4. Для сервировки разложите курицу по тарелкам. Верните соус на огонь, слегка подогрейте его. При необходимости, добавьте еще соевого соуса или меда. Полейте подготовленным соусом курицу, остатки перелейте в сотейник."
Шоколад с карамелью,/recepty/vypechka-deserty/shokolad-s-karamelju-19175,"['Сливочное масло', 'Шоколадное печенье', 'Кокосовая стружка', 'Сгущенное молоко', 'Тростниковый сахар', 'Кленовый сироп', 'Темный шоколад', 'Растительное масло']","1. Смажьте маслом противень 30х20 см и выложите бумагой для выпечки.
2. Смешайте измельченное печенье, 100 грамм размягченного масла и кокос. Выложите смесь на противень ровным и тонким слоем.
3. Смешайте оставшееся сливочное масло, сгущенку, сахар и кленовый сироп в небольшой кастрюле. Нагревайте на очень маленьком огне 15 минут, пока сахар не растворится и смесь не загустеет и слегка не потемнеет. Снимите с огня и охладите. Равномерно распределите по бисквитной основе. Поставьте в холодильник на 30 минут или пока не затвердеет.
4. Растопите шоколад на водяной бане. Добавьте растительное масло и доведите до однородного состояния. Выложите шоколад на карамель и расчертите поверхность на 24 треугольника. Поставьте в холодильник до застывания. Порежьте перед подачей."
Рис с брокколи по-китайски,/recepty/osnovnye-blyuda/ris-s-brokkoli-po-kitajski-40927,"['Капуста брокколи', 'Шпинат', 'Корень имбиря', 'Репчатый лук', 'Арахисовое масло', 'Чеснок', 'Рыбный соус', 'Соевый соус', 'Тростниковый сахар', 'Кунжут', 'Красный рис']","1. Промойте рис, залейте холодной водой так, чтобы вода покрывала рис на 1,5 см, доведите до кипения, накройте крышкой и варите на слабом огне 30 минут; снимите с огне, дайте рису настояться 5–7 минут.
2. Смешайте рыбный и соевый соусы, и сахар; заправка готова.
3. Брокколи вымойте, разберите на маленькие соцветия и отварите в кипящей подсоленной воде в течение 2 минут, добавьте шпинат и варите еще 30 секунд; слейте воду.
4. Почистите и мелко нарежьте лук, чеснок и имбирь.
5. Разогрейте в сковороде арахисовое масло и обжарьте на среднем огне лук, чеснок и имбирь в течение 1 минуты.
6. Выложите в сковороду брокколи и шпинат, прогрейте помешивая в течение 1 минуты.
7. Выложите рис на тарелку, сверху выложите брокколи со шпинатом, полейте заправкой, посыпьте кунжутом и подавайте."
Сырная кесадилья с цукини и чеддером,/recepty/zakuski/sirnaja-kesadilja-s-cukini-i-chedderom-41198,"['Цукини', 'Лепешки «Тако»', 'Зеленый лук', 'Кинза', 'Сыр чеддер', 'Кумин (зира)', 'Крупная морская соль']","1. Возьмите сковороду, на которую поместится лепешка целиком.
2. Подготовьте начинку для кесадильи. Для этого натрите на крупной терке половинку цукини и чеддер.
3. Перемешайте их в салатнике с нарезанным зеленым луком и кинзой.
4. На сухой раскаленной сковороде прокалите зиру и растолките ее в ступке с крупной солью.
5. Добавьте специи к начинке и хорошо перемешайте.
6. Положите на рабочую поверхность одну лепешку и выложите на нее половину начинки, разровняте с помощью силиконовой лопатки, не доводя начинку до края, и сверху положите вторую лепешку, плотно прижмите с помощью кухонной лопатки.
7. То же самое проделайте со двумя оставшимися лепешками.
8. Аккуратно переложите кесадилью на горячую сковороду и обжаривайте 1–2 минуты с каждой стороны. Переворачивайте аккуратно, чтобы не вывалилась начинка.
9. Нарежьте с помощью ножа для пиццы и подавайте с гуакамоле или томатным соусом для тако."
Суп с клецками и куриными рулетиками,/recepty/supy/sup-s-kleckami-i-kurinimi-ruletikami-36393,"['Чеснок', 'Куриное филе', 'Консервированные грибы', 'Репчатый лук', 'Сливочное масло', 'Морковь', 'Куриный бульон', 'Петрушка', 'Укроп', 'Зеленый лук', 'Соль', 'Куриное яйцо', 'Растительное масло', 'Пшеничная мука', 'Вода']","1. Филе тонко отбить, посолить, поперчить с одной стороны. Лук мелко нарезать и пассеровать на сливочном масле, добавить грибы и все обжарить.Чеснок и зелень порубить, смешать с грибами и луком. Выложить начинку на филе. Взбить яйцо, промазать им филе с начинкой и свернуть рулетиком (можно закрепить ниткой). Обжарить рулетик на сковороде и нарезать поперек тонкими кусочками (если перевязывали ниткой, нитки обязательно снять).
2. Замесить тесто из перечисленных продуктов (мука, вода,1 яйцо, соль, масло растительное), раскатать, выложить на него рубленную зелень и зеленый лук. Закатать тесто в рулетик, нарезать поперек на мелкие кусочки.
3. Налить в кастрюлю готовый куриный бульон, добавить предварительно пассерованные лук и морковь (по желанию, можно добавить картофель). Довести до кипения и опустить в него куриные рулетики и клецки. Варить до готовности клецок 5–10 минут. В конце добавить рубленную зелень и чеснок, посолить и поперчить по вкусу."
Салат из свеклы и зерненого творога,/recepty/salaty/salat-iz-svekli-i-zernenogo-tvoroga-34149,"['Свекла', 'Зернистый творог', 'Масло из виноградных косточек', 'Мед', 'Соль', 'Бальзамический уксус']","1. Свеклу плотно завернуть в фольгу. Запечь в духовке при 180градусах 30 минут. Остудить, нарезать мелким кубиком. Добавить зерненый творог. Слегка подсолить.
2. Для заправки смешать масло, бальзамический уксус и мед.
3. Выложить салат в тарелку, полить заправкой."
Сосиски с картофельным пюре и винным соусом,/recepty/osnovnye-blyuda/sosiski-s-kartofelnim-pjure-vinnim-sousom-19637,"['Оливковое масло', 'Лук-шалот', 'Пшеничная мука', 'Красное сухое вино', 'Говяжий бульон', 'Картофель', 'Дижонская горчица', 'Сливочное масло', 'Свиные сосиски', 'Зеленая стручковая фасоль']","1. Разогрейте 2 столовые ложки оливкового масла в большой сковороде на среднем огне. Добавьте нарезанный шалот и готовьте 5 минут, постоянно помешивая, до мягкости. Добавьте муку и готовьте 30 секунд. Увеличьте огонь, налейте вино и бульон и доведите до кипения. Уменьшите огонь и варите 10 минут до загустения соуса. Добавьте горчицу, уменьшите огонь до маленького и оставьте, пока не будут готовы сосиски и пюре.
2. Сварите картофель в подсоленной воде до мягкости. Слейте, верните в кастрюлю и добавьте 1 столовую ложку оливкового масла и 120 грамм сливочного. Сделайте пюре и посолите.
3. Когда пюре готово, разогрейте оставшееся оливковое масло в сковороде и обжарьте сосиски до румяной корочки.
4. Доведите слегка подсоленную воду в кастрюле до кипения, добавьте фасоль и варите 4 минуты до мягкости. Добавьте оставшееся сливочное масло  в соус, посолите и поперчите.
5. На каждую тарелку положите пюре, а сверху сосиски с соусом. Рядом выложите фасоль."
"Коктейль из креветок, томатов и оливок",/recepty/zakuski/koktejl-iz-krevetok-tomatov-olivok-21622,"['Оливковое масло', 'Очищенные креветки', 'Сок лайма', 'Цедра лайма', 'Чили серрано', 'Белый лук', 'Чеснок', 'Сливовидные помидоры', 'Оливки, фаршированные красным перцем', 'Рубленая кинза (кориандр)', 'Лайм', 'Соль', 'Молотый черный перец']","1. Разогрейте 2 столовые ложки оливкового масла в большой сковороде на среднем огне. Выложите креветки, посолите и поперчите. Жарьте примерно 3 минуты, пока креветки станут непрозрачными в центре. Переложите в большую миску.
2. В сковороду добавьте сок лайма и цедру, слегка нагрейте и вылейте к креветкам.
3. Добавьте мелко нарезанный лук, мелко нарезанный чили, измельченный чеснок и оставшиеся 2 ложки оливкового масла. Хорошо перемешайте и оставьте на 30 минут.
4. Добавьте мелко нарезанные томаты, оливки и кинзу. Закройте пленкой и поставьте в холодильник на 1-2 часа.
5. Разложите закуску по бокалам для мартини и украсьте дольками лайма."
Итальянский свадебный суп со шпинатом,/recepty/supy/italjanskij-svadebnij-sup-so-shpinatom-37089,"['Свежая кинза (кориандр)', 'Шпинат', 'Стебель сельдерея', 'Лук', 'Морковь', 'Куриный бульон', 'Сливочное масло', 'Белое сухое вино', 'Куриный фарш', 'Молоко', 'Куриное яйцо', 'Морская соль', 'Молотый черный перец', 'Петрушка', 'Тертый сыр пармезан']","1. В миске смешать куриный фарш, яйцо, молоко. Перемешать, посолить, поперчить, добавить пармезан. Скатать в шарики и запечь в духовке, 30 минут при 180 градусах.
2. Лук, морковь, сельдерей нарезать одинаковыми кубиками. В кастрюле на оливковом и сливочном масле обжарить овощи, влить 50 мл вина, и еще подержать на огне, минуты 2–3. Затем влить бульон, довести все до кипения, в конце добавить мясные шарики.
3. Снять с огня, дать немного остыть, добавить шпинат и другую зелень."
Густой суп из курицы со сметаной (Лывжа),/recepty/supy/gustoj-sup-iz-kurici-so-smetanoj-livzha-49910,"['Курица', 'Картофель', 'Лук', 'Чеснок', 'Чабрец', 'Сливочное масло', 'Пшеничная мука', 'Соль', 'Сметана']","1. Первые три процесса обычно идут параллельно. Курицу рубим на удобные запчасти (грудки обычно откладываю на второе блюдо), кладем в 5-литровую кастрюлю, заливаем холодной водой, варим до готовности. Готовую курицу потом переместим в чашу, посолим, осыпаем мелко нарезанным чесноком (2-3 зубчика) и оставим до поры, в закрытом виде, пропитываться ароматами. Бульон процедить, оставить на медленном огне.
2. В другой кастрюле варится картошка, порезанная кубиками. По готовности сольем воду и разомнем картошку в пюре. Можно подлить немного бульона.
3. В сковороде на сливочном масле тушится лук. Никаких золотых цветов или поджарок. Томится на медленном огне до полупрозрачного состояния. При желании получить супец погуще, можно добавить пару столовых ложек муки. В этом случае — добавить к луку, перемешать, и вот тут жарить до легкого золотого оттенка.
4. В кастрюлю с медленно кипящим бульоном добавляем размятый картофель, готовый лук, сметану, соль, специи, выдавить (или мелко порезать) остатки чеснока. Курицу можно переложить туда же, а можно выкладывать в суп отдельно. Приятного аппетита!"
Овощной суп с курицей и курином филе,/recepty/supy/ovoschnoy-sup-s-kuricey-i-kurinom-file-51754,"['Вода', 'Помидоры', 'Репчатый лук', 'Морковь', 'Свекла', 'Капуста', 'Стебель сельдерея', 'Чеснок', 'Красный перец чили', 'Укроп', 'Петрушка', 'Куриное филе']","1. Лук мелко нарезать, обжарить до полупрозрачности на сковороде без масла, с небольшим количеством воды.
2. Морковь нарезаем тонкой соломкой по-корейски и добавляем к луку.
3. Аналогично поступаем со свеклой, тушим все вместе пока морковь и свекла не станут мягкими, за 5 минут до готовности закинуть мелко порубленный чеснок.
4. Капусту мелко шинкуем, болгарский перец мелко нарезаем и тушим все вместе на сковороде без масла с небольшим количеством воды, пока капуста не ужарится и не станет мягкой. (По желанию в конце можно добавить пару ложек томатной пасты)
5. Помидоры нарезаем на небольшие кубики.
6. Перекладываем все подготовленные овощи в кастрюлю, туда же добавляем мелко нарезанный стебель сельдерея.
7. Заливаем водой (количество воды - на ваше усмотрение, смотря какой суп вы больше любите — густой или жидкий). Ставим на огонь.
8. Доводим суп до кипения, после чего сбавляем огонь и варим без крышки на слабом кипении еще около 20 минут (т.к. овощи по сути уже заранее были доведены до готовности).
9. Где-то за 10 минут до окончания варки добавляем в суп молотый острый красный перец (он улучшает пищеварение и, следовательно, способствует похудению), мелко рубленные укроп и петрушку, по желанию можно посолить и выдавить ещё несколько зубчиков чеснока.
10. Если хотите чтобы в супе присутствовало мясо, мелко нарежьте пару штук куриного филе и отварите в отдельной кастрюле, воду не сливайте, а используйте для супа."
Спагетти с соусом песто из рукколы и королевскими  креветками,/recepty/pasta-picca/spagetti-s-sousom-pesto-iz-rukkoli-korolevskimi-krevetkami-30388,"['Рукола', 'Чеснок', 'Оливковое масло', 'Тертый сыр пармезан', 'Соль', 'Молотый черный перец', 'Очищенные королевские креветки', 'Спагетти', 'Листья петрушки', 'Лимонная цедра']","1. Смешать рукколу и чеснок в кухонном комбайне. Не переставая взбивать постепенно добавить 120 мл оливкового масла. Тщательно взбить. Переложить песто в большую миску и добавить пармезан. Приправить солью и перцем, по вкусу.
2. Очистить креветки. Разогреть сковороду на сильном огне. Спинки хвостиков креветок надрезать ножом. Взбрызнуть креветки с маслом и посыпать солью. Обжарить креветки по 3 минуты с каждой стороны и переложить на отдельную тарелку.
3. Тем временем, отварить макароны в большой кастрюле с кипящей подсоленной водой. Слить воду, оставив 120 мл жидкости для соуса.
4. В большой миске перемешать макароны с соусом песто, добавляя  по 1 столовой ложке жидкости, чтобы увлажнить. Сверху выложить креветки. Посыпать лимонной цедрой и петрушкой."
Печень в сливочном соусе,/recepty/osnovnye-blyuda/pechen-v-slivochnom-souse-93535,"['Говяжья печень', 'Помидоры', 'Репчатый лук', 'Пшеничная мука', 'Соль', 'Сливки 10%-ные', 'Подсолнечное масло']","1. Снимите с печени пленку и мелко ее нарежьте.
2. Обжарьте кусочки печени в казанке или глубокой сковороде до коричневого цвета. Жидкость нужно выпарить да конца.
3. Порежьте лук полукольцами и добавьте к печени. Жарьте около 5 минут.
4. Затем добавьте кусочки помидора и жарьте минуты 2. Посолите.
5. Следом идёт мука, обжариваем и добавляем сливки.
 Тушите на медленном огне 30-40 минут. Соус должен получиться в меру густым.
6. В качестве гарнира хорошо подойдут макароны, картофельное пюре, рис или гречка."
Овсяная каша с инжиром и теплым медовым соусом,/recepty/zavtraki/ovsjanaja-kasha-s-inzhirom-teplim-medovim-sousom-31098,"['Геркулес', 'Молоко 3,2%-ное', 'Цветочный мед', 'Палочки корицы', 'Ванильный стручок', 'Кедровые орехи', 'Инжир', 'Сушеный инжир']","1. Разрежьте ванильный стручок посередине на две части. Острой поверхностью ножа выскребите черные ванильные зернышки из стручка. Чем больше зернышек вам удастся выскрести, тем лучше.
2. Налейте молоко в сотейник, добавьте чайную ложку меда, поставьте на средний огонь. Добавьте в молоко палочку корицы, ванильные зернышки и сам стручок. Доведите молоко до кипения, всыпьте геркулес и варите, помешивая, 5–7 минут до загустения. Снимите с огня. Аккуратно извлеките палочку корицы и ванильный стручок, обмойте их и высушите. Накройте кашу крышкой оставьте на пару минут.
3. Для соуса разогрейте сковороду с толстым дном, высыпьте на ее поверхность кедровые орехи и обжарьте их на сухой поверхности 1–2 минуты. Добавьте к орехам предварительно замоченный сушеный инжир, порезанный на кусочки; ванильный стручок, палочку корицы, 1 столовую ложку меда и 1 столовую ложку воды. Поставьте на средний огонь и готовьте, помешивая. Дождитесь, пока сироп закипит и слегка загустеет, примерно 3–4 минуты.
4. Снимите соус с огня и вмешайте его в кашу. Подавайте кашу, при желании украсив сверху свежим инжиром."
Кокосовый манный пудинг с засахаренными миндальными хлопьями,/recepty/vypechka-deserty/kokosovij-mannij-puding-s-zasaharennimi-mindalnimi-hlopjami-31172,"['Манная крупа', 'Ванильный сахар', 'Кокосовое молоко', 'Сладкая кокосовая стружка', 'Засахаренный миндаль', 'Зерна граната']","1. Соедините кокосовое молоко и ванильный сахар в сотейнике, перемешайте поставьте на средний огонь и доведите молоко до кипения. После чего аккуратной струйкой всыпьте манную крупу, постоянно помешивая. Варите примерно 7–8 минут при постоянном помешивании. Консистенция каши должна получиться очень густой.
2. Снимите кашу с огня, вмешайте по вкусу кокосовую стружку и быстро переложите всю густую массу в креманку в форме полусферы. Если таковой нет, то подойдет обычная тарелка, так как она по форме представляет ту же полусферу. Далее остудите пудинг при комнатной температуре пару минут, накройте фольгой или пищевой пленкой и отправьте в холодильник на 5 часов или на ночь.
3. При подаче выньте креманку с пудингом из холодильника, удалите фольгу. Опустите креманку в горячую воду на 1–2 минуты, накройте креманку сервировочной тарелкой и быстро переверните на нее пудинг.
4. Подавайте немедленно, посыпав сверху засахаренными миндальными хлопьями и зернами граната."
Курица с рисом по-хайнански,/recepty/osnovnye-blyuda/kurica-s-risom-po-hajnanski-30972,"['Лук-шалот', 'Курица', 'Белый перец горошком', 'Имбирь', 'Соль', 'Рис', 'Чеснок', 'Сладкий соус чили', 'Красный перец чили', 'Огурцы']","1. Обрезаем с курицы жир, откладываем его.
2. Доводим до кипения большую кастрюлю с водой.
3. Курицу наполняем целыми головками очищенного лука-шалота и пластинками очищенного имбиря. Курицу можно зашить или скрепить зубочистками, чтобы содержимое не вывалилось во время варки.
4. Кладем курицу в кипящую воду, бросаем несколько горошин белого перца, солим, убавляем огонь. Курица не должна кипеть во время варки, поэтому средний огонь вполне подойдет.
5. Примерно через 40–50 минут курица готова: вынимаем ее из бульона и отправляет в ванну с ледяной водой на 10 минут. Затем вынимаем и нарезаем полосками.
6. Разогреваем сковороду, плавим на ней куриный жир, обжариваем мелко нарезанный чеснок.
7. Высыпаем рис, обжариваем его до золотистого цвета.
8. Заливаем рис куриным бульоном, накрываем крышкой и готовим на небольшом огне до готовности.
9. Для соуса смешиваем два мелко нарезанных зубчика чеснока, сладкий чили соус, немного перца чили, две столовых ложки куриного бульона.
10. Огурцы чистим от кожуры, нарезаем вдоль полосками, выкладываем на блюдо с курицей."
Паста в сливочном соусе c индейкой,/recepty/pasta-picca/pasta-v-slivochnom-souse-c-indejkoj-45758,"['Филе индейки', 'Розмарин', 'Белое сухое вино', 'Репчатый лук', 'Сливки 20%-ные', 'Козий сыр', 'Сливочное масло', 'Петрушка', 'Паста']","1. И так, духовку разогреть до 200 градусов. Филе индейки нарезать небольшими кусками, посолить и выложить в форму (я использовала форму, но готовила в фольге), равномерно посыпать розмарином, так же можно добавить перец «горошком». Нарезать полукольцами репчатый лук, достаточно будет половины головки. Посыпать индейку луком, залить белым вином, накрыть фольгой и убрать в духовку до готовности (25 минут).
2. Готовим макароны  и соус. Макароны, можно использовать любые, какие нравятся, но я советую широкие спагетти, или «гнезда». Для того, чтобы макароны не склеивались добавляем ложку оливкового масла и самое главное — кинуть в кипящую, хорошо подсоленную воду. Варить не более 10 минут. После того, как макароны сварились добавляем, уже растопленное сливочное масло,затем сливки. Очень важно готовить на медленном огне и следите за тем, чтобы сливки не вскипели, иначе они свернуться. Самое главное немного «потомить» макароны. Финальный аккорд — добавляем нарезанный козий сыр, ждем немного, пока он начнет плавиться, и убираем с огня. Макароны готовы!
3. Подавать макароны вместе с мясом.  Я добавляю всегда немного зелени, чтобы оттенить вкус!"
Клубничный джем,/recepty/vypechka-deserty/klubnichnij-dzhem-19895,"['Сахар', 'Клубника', 'Лимонный сок']","1. Выложите сахар на противень, разогрейте в духовке при 120 градусах около 10 минут, иногда помешивая. Положите  блюдце в морозилку.
2. Очистите клубнику и положите в большую кастрюлю с лимонным соком и сахаром. Налейте 125 мл воды и нагревайте, не давая кипеть, перемешивая деревянной ложкой. Постарайтесь не повредить ягоды.
3. Увеличьте огонь, но не давайте кипеть, варите 10 минут, постоянно мешая, пока сахар не растворится. Увеличьте огонь и варите еще 20 минут. Достаньте из морозилки блюдца и капните на одно джем, если он застыл, значит он уже готов.
4. Снимите с огня и оставьте на 5 минут. Переложите в горячие стерилизованные банки, плотно закройте и дайте остыть."
"Паста с лососем, цукини и зеленым горошком",/recepty/pasta-picca/pasta-s-lososem-cukini-i-zelenim-goroshkom-39017,"['Паста', 'Цукини', 'Зеленый горошек', 'Лосось', 'Белое сухое вино', 'Чеснок', 'Укроп', 'Сыр пармезан', 'Соль', 'Молотый черный перец']","1. Поставить кастрюлю с подсоленной водой на плиту. Пока закипает вода, нарезать цукини и забросить на сковороду вместе с зеленым горошком и чесноком. Посолить, поперчить. Влить вино. Тушить до мягкости цукини (минут 5) .
2. Закинуть в кастрюлю макароны и варить до состояния аль денте (на пару минут меньше, чем указано на упаковке).
3. Половину соуса из сковороды положить в блендер и измельчить до состояния пюре, вторую половину убрать из сковороды на тарелку.
4. Закинуть в сковороду лосось и обжарить несколько минут. Добавить макароны и соус из блендера. Перемешать, прогреть пару минут.
5. Выложить на тарелку макароны с лососем, сверху выложить оставшуюся половину соуса (не измельченную), посыпать сверху пармезаном и укропом."
Яйца пашот на тостах с красной икрой и рукколой,/recepty/zavtraki/jajca-pashot-na-tostah-s-krasnoj-ikroj-i-rukkoloj-38195,"['Куриное яйцо', 'Рукола', 'Ржаной хлеб', 'Красная икра']","1. Приготовьте яйца пашот. Для этого возьмите большую кастрюлю. Нагрейте воду. Когда вода начнет кипеть, помешайте ложкой так, чтобы образовалась воронка. В эту воронку быстро влейте одно яйцо и продолжайте  поддерживать воронку, помешивая. Варите яйцо 3–4 минуты. Все тоже самое  нужно проделать и со вторым яйцом.
2. Когда яйца готовы, обжарьте хлеб (тостер, духовка, сковородка, кому как удобнее). Уложите два кусочка хлеба на тарелку, сверху каждого кусочка выложите яйца пашот, украсьте икрой и рукколой — это сочетание просто «пальчики-оближешь»."
Соус а-ля путанеска,/recepty/sousy-marinady/sous-a-lja-putaneska-38482,"['Шпроты', 'Помидоры', 'Оливки без косточек', 'Чеснок', 'Сахар', 'Томатная паста', 'Соль', 'Сушеный базилик', 'Молотый черный перец', 'Оливковое масло']","1. В сковороде раскалить оливковое масло, подрумянить чеснок, затем его удалить. Это делается для того, чтобы придать соусу аромат.
2. В раскаленное масло выложить мелко нарезанные помидоры. Обжаривать 1 минуту на сильном огне.
3. Томатную пасту смешать с сахаром и специями, разбавить 4 столовыми ложками воды. Добавить к помидорам, тушить 1–2 минуты на среднем огне.
4. Шпроты и оливки мелко нарезать, добавить к соусу. Тушить до готовности 2–3 минуты."
Спагетти карбонара с беконом и яйцом,/recepty/pasta-picca/spagetti-karbonara-s-bekonom-i-jajcom-42649,"['Спагетти', 'Бекон', 'Сыр пармезан', 'Куриное яйцо', 'Сливки 25%-ные', 'Белое сухое вино', 'Соль', 'Черный перец горошком', 'Зеленый базилик']","1. Поставьте кипятиться подсоленую воду для пасты. Нарежьте бекон широкими полосками. Раздробите перец плоской стороной ножа. Куриные яйца тщательно вымойте с мылом.
2. В разогретой сковороде обжарьте бекон без добавления масла, так как в беконе достаточно жира. При обжарке добавьте половину дробленого перца.
3. Влейте на сковороду вино и дайте ему полностью выпариться. Отварите спагетти в кипящей воде до состояния аль денте (слегка недоварена).
4. Добавьте сливки, посолите по вкусу. Пока сливки подогреваются, отделите желтки в небольшую чашку.
5. Загрузите спагетти в сливочную массу, посыпьте оставшимся перцем и тщательно перемешайте.
6. Выложите на тарелку горячую пасту. Добавьте сверху желток и быстро все перемешайте. Посыпьте сверху пармезаном и украсьте веточкой базилика."
Теплый салат из мясного ассорти со свежей зеленью,/recepty/salaty/teplij-salat-iz-mjasnogo-assorti-so-svezhej-zelenju-27175,"['Листья кинзы (кориандра)', 'Куриные сердца', 'Куриная печень', 'Свинина', 'Картофель', 'Морковь', 'Зеленый лук', 'Огурцы', 'Натуральный йогурт', 'Соленые огурцы', 'Молодой укроп', 'Соль', 'Растительное масло']","1. Отварить морковь и картофель в мундире. Очистить. Нарезать кубиками. Смешать, заправить ароматным подсолнечным маслом.
2. Обжарить на сухой сковороде куриные сердца и печень. Посолить, поперчить. Сердца разрезать на половинки, печень на небольшие кусочки. Свинину посолить, поперчить и запечь в фольге в духовке, нарезать на кубики и добавить к куриному ассорти.
3. Нарезать свежие огурцы кубиками, нашинковать зеленый лук, порубить кинзу. Заправить смесь соусом: йогурт, мелко нарезанные соленые огурцы, укроп.
4. Выложить теплый салат слоями через кулинарное кольцо: первый слой из моркови и картофеля, второй — сочное мясное ассорти, третий, свежий из огурцов и зелени с йогуртом.
5. Сверху украсить тонкими полосками зеленого лука."
Макароны с тушенкой по-деревенски,/recepty/osnovnye-blyuda/makaroni-s-tushenkoj-po-derevenski-52894,"['Макароны', 'Лук', 'Помидоры', 'Тушенка', 'Куриный бульонный кубик', 'Зелень']","1. Очистить лук. Нарезать его небольшими кубиками. Взять сковороду с крышкой, крышку пока отложить, сковороду нагреть, налить подсолнечное масло. Положить сухие макароны жариться (они могут быть любые — спиральки, рожки, вермишель, добавить нарезанный лук. Как только макароны начнут подрумяниваться, перемешать. Надо, чтоб они подрумянились с двух сторон.
2. Аккуратно влить воду, чтобы она покрыла макароны. Закрыть сковородку крышкой, сделать средний огонь, пусть макароны варятся. Периодически их надо открывать и помешивать, а если воды не хватает, доливать понемногу.
3. Помидоры помыть и нарезать кубиками, желательно помельче. Когда макароны наполовину сварятся, добавить куриный кубик и нарезанные помидоры вместе с соком. Макароны пока не солить!
4. Открыть тушенку нарезать кусочками и вместе с жиром положить в приготовленные макароны. Огонь сделать маленький, перемешать, попробовать на соль и, если не хватает, посолить по вкусу. Также добавить любую зелень по вкусу (например, зеленый лук и укроп).
5. Потомить все 7–10 минут. Выключить."
