Name,Link,Type,Kitchen,Recipe,Ingredient_num,Portion_num,Time,Likes,Dislikes,Bookmarks
Луковый джем с пивом и шоколадом,/recepty/zakuski/lukovij-dzhem-s-pivom-i-shokoladom-35684,Закуски,Европейская кухня,,8,10,1 час  5 минут,4,0,51
Сливочный рис с шампиньонами и орегано,/recepty/rizotto/slivochnij-ris-s-shampinonami-i-oregano-53677,Ризотто,Итальянская кухня,Вегетарианская еда,7,3,1 час,1,0,51
"Суп с нутом, помидорами и крутонами",/recepty/supy/sup-s-nutom-pomidorami-i-krutonami-33524,Супы,,,20,4,1 час,1,0,51
Отварной рис с семгой в кисло-сладком соусе,/recepty/osnovnye-blyuda/otvarnoj-ris-s-semgoj-v-kislo-sladkom-souse-34252,Основные блюда,Европейская кухня,,11,4,20 минут,0,1,51
Голубцы домашние,/recepty/osnovnye-blyuda/golubci-domashnie-55034,Основные блюда,Украинская кухня,,12,6,1 час,1,0,50
Мясо в армянском лаваше,/recepty/osnovnye-blyuda/mjaso-v-armjanskom-lavashe-41302,Основные блюда,Русская кухня,,12,6,30 минут,2,1,50
Сметанный суп с тмином по-мароккански,/recepty/supy/smetannij-sup-s-tminom-po-marokkanski-22360,Супы,Марокканская кухня,,7,4,30 минут,1,0,50
Суп из свиной рульки с капустой и белой фасолью,/recepty/supy/sup-iz-svinoj-rulki-s-kapustoj-beloj-fasolju-18160,Супы,Немецкая кухня,,13,6,30 минут,1,0,50
Нежнейшая панна-котта с белым шоколадом,/recepty/vypechka-deserty/nezhnejshaja-panna-kotta-s-belim-shokoladom-45039,Выпечка и десерты,Итальянская кухня,,5,6,3 часа,0,1,50
Императорский (черный) рис с королевскими креветками,/recepty/rizotto/imperatorskij-chernij-ris-s-korolevskimi-krevetkami-34664,Ризотто,Китайская кухня,,8,4,1 час,1,0,50
Картофель  со шпинатом,/recepty/osnovnye-blyuda/kartofel-so-shpinatom-80640,Основные блюда,Индийская кухня,Вегетарианская еда,9,4,30 минут,2,0,50
Сырный суп с грибами и курицей,/recepty/osnovnye-blyuda/syrnyy-sup-s-gribami-i-kuricey-80482,Основные блюда,Итальянская кухня,,9,4,1 час,5,1,50
Мексиканский суп чили с кофе,/recepty/supy/meksikanskij-sup-chili-s-kofe-42918,Супы,Мексиканская кухня,,19,10,2 часа  30 минут,3,0,50
Черный рис с морепродуктами,/recepty/rizotto/chernij-ris-s-moreproduktami-40718,Ризотто,Итальянская кухня,,12,2,35 минут,1,0,50
Бутерброд с паштетом и грибами,/recepty/zakuski/buterbrod-s-pashtetom-i-gribami-174920,Закуски,Русская кухня,Пошаговые рецепты,9,1,10 минут,1,0,1
"Гречневая лапша (соба) с грибами, луком и индейкой",/recepty/osnovnye-blyuda/grechnevaya-lapsha-soba-s-gribami-lukom-i-indeykoy-175457,Основные блюда,Европейская кухня,Пошаговые рецепты,8,5,1 час,1,0,1
Новогодний бутерброд,/recepty/zakuski/novogodniy-buterbrod-175408,Закуски,Русская кухня,Пошаговые рецепты,11,1,10 минут,1,0,1
Салат из цветной капусты с шампиньонами и фасолью,/recepty/salaty/salat-iz-cvetnoy-kapusty-s-shampinonami-i-fasolyu-187001,Салаты,Европейская кухня,Пошаговые рецепты,11,4,30 минут,1,0,1
Фаршированные перцы,/recepty/osnovnye-blyuda/farshirovannye-percy-186969,Основные блюда,Русская кухня,Пошаговые рецепты,14,6,1 час,1,0,1
Винегрет с квашеной капустой,/recepty/osnovnye-blyuda/vinegret-s-kvashenoy-kapustoy-187653,Основные блюда,Русская кухня,Пошаговые рецепты,7,8,2 часа,1,0,1
Сало в рассоле,/recepty/zagotovki/salo-v-rassole-187517,Заготовки,Европейская кухня,Пошаговые рецепты,10,12,1 час,1,0,1
Цветная капуста с сыром,/recepty/osnovnye-blyuda/cvetnaya-kapusta-s-syrom-187504,Основные блюда,Русская кухня,Пошаговые рецепты,7,6,40 минут,1,0,1
Куриный суп с болгарским перцем и петрушкой,/recepty/supy/kurinyy-sup-s-bolgarskim-percem-i-petrushkoy-187478,Супы,Европейская кухня,Пошаговые рецепты,10,12,1 час  30 минут,1,0,1
Бутерброд с перепелиным яйцом,/recepty/zakuski/buterbrod-s-perepelinym-yaycom-186433,Закуски,Европейская кухня,Пошаговые рецепты,9,1,15 минут,2,0,1
Фаршированные шампиньоны,/recepty/osnovnye-blyuda/farshirovannye-shampinony-186389,Основные блюда,Авторская кухня,Пошаговые рецепты,7,1,15 минут,1,0,1
Говяжий бульон с беконом,/recepty/supy/govyazhiy-bulon-s-bekonom-187333,Супы,Авторская кухня,Пошаговые рецепты,10,4,1 час,1,0,1
Куриный суп с картофелем и грибами,/recepty/supy/kurinyy-sup-s-kartofelem-i-gribami-187258,Супы,Русская кухня,Пошаговые рецепты,9,4,1 час  20 минут,1,0,1
Варенье из яблок и черноплодной рябины,/recepty/vypechka-deserty/varene-iz-yablok-i-chernoplodnoy-ryabiny-187243,Выпечка и десерты,Мировая кухня,Пошаговые рецепты,4,9,1 час,2,0,1
Ягодный морс с лемонграссом,/recepty/napitki/yagodnyy-mors-s-lemongrassom-187168,Напитки,Русская кухня,Пошаговые рецепты,6,6,20 минут,1,0,1
Суп кимчи из бедра индейки,/recepty/supy/sup-kimchi-iz-bedra-indeyki-187163,Супы,Корейская кухня,Пошаговые рецепты,8,8,35 минут,1,0,1
Рис ширатаки с индейкой,/recepty/osnovnye-blyuda/ris-shirataki-s-indeykoy-187133,Основные блюда,Авторская кухня,Пошаговые рецепты,10,1,15 минут,2,0,1
Маринованный виноград с базиликом и чесноком,/recepty/zagotovki/marinovannyy-vinograd-s-bazilikom-i-chesnokom-187102,Заготовки,Европейская кухня,Пошаговые рецепты,8,12,1 час,1,0,1
Щавелевые щи (зеленый борщ),/recepty/supy/schavelevye-schi-zelenyy-borsch-176360,Супы,Русская кухня,Пошаговые рецепты,11,10,1 час  20 минут,1,0,1
Треска с луком и картофелем в томатном соусе,/recepty/osnovnye-blyuda/treska-s-lukom-i-kartofelem-v-tomatnom-souse-176359,Основные блюда,Пошаговые рецепты,,6,6,1 час  15 минут,1,0,1
Суп из говядины и квашеной капусты,/recepty/supy/sup-iz-govyadiny-i-kvashenoy-kapusty-176221,Супы,Авторская кухня,Пошаговые рецепты,12,8,1 час  30 минут,1,0,1
Сельдь под шубой,/recepty/salaty/seld-pod-shuboy-187868,Салаты,Европейская кухня,Пошаговые рецепты,9,6,1 час  30 минут,1,0,1
Спагетти с фаршем и томатным соусом,/recepty/osnovnye-blyuda/spagetti-s-farshem-i-tomatnym-sousom-187853,Основные блюда,Итальянская кухня,Пошаговые рецепты,8,4,40 минут,3,0,1
Крем-суп картофельный с брокколи и запеченными фрикадельками,/recepty/supy/krem-sup-kartofelnyy-s-brokkoli-i-zapechennymi-frikadelkami-187841,Супы,Европейская кухня,Пошаговые рецепты,11,4,50 минут,2,0,1
Пончики с сахарной пудрой,/recepty/vypechka-deserty/ponchiki-s-saharnoy-pudroy-187783,Выпечка и десерты,Европейская кухня,Пошаговые рецепты,10,5,1 час,1,0,1
Суп куриный с грибами,/recepty/supy/sup-kurinyy-s-gribami-187772,Супы,Пошаговые рецепты,,10,4,50 минут,1,0,1
Фруктовый глинтвейн,/recepty/napitki/fruktovyy-glintveyn-187763,Напитки,Немецкая кухня,Пошаговые рецепты,10,7,25 минут,2,0,1
Тартар из тунца и помидора,/recepty/zakuski/tar-tar-iz-tunca-i-pomidora-187685,Закуски,Французская кухня,Пошаговые рецепты,9,1,10 минут,2,0,1
Куриный суп с тыквой и сладким перцем,/recepty/supy/kurinyy-sup-s-tykvoy-i-sladkim-percem-187977,Супы,Европейская кухня,Пошаговые рецепты,12,12,1 час  30 минут,2,0,1
Говядина с овощами тушенная в пиве,/recepty/osnovnye-blyuda/govyadina-s-ovoschami-tushenaya-v-pive-187903,Основные блюда,Европейская кухня,Пошаговые рецепты,8,6,1 час,2,0,1
Пшенная каша с тыквой,/recepty/osnovnye-blyuda/pshennaya-kasha-s-tykvoy-187901,Основные блюда,Русская кухня,Пошаговые рецепты,8,8,1 час,1,0,1
Говяжий бульон с беконом,/recepty/bulony/govyazhiy-bulon-s-bekonom-175620,Бульоны,Русская кухня,Пошаговые рецепты,15,6,6 часов,2,0,1
Говяжьи ребра с острым томатным соусом,/recepty/osnovnye-blyuda/govyazhi-s-ostrym-tomatnym-sousom-187237,Основные блюда,Русская кухня,Пошаговые рецепты,6,2,2 часа,2,0,1
Стейк из голени индейки с грибным соусом,/recepty/osnovnye-blyuda/steyk-iz-goleni-indeyki-s-gribnym-sousom-187236,Основные блюда,Пошаговые рецепты,,4,4,2 часа,1,0,1
Чай облепиховый с грушей,/recepty/napitki/chay-oblepihovyy-s-grushey-187417,Напитки,Русская кухня,Пошаговые рецепты,8,2,10 минут,1,0,1
Кето-спагетти болоньезе,/recepty/osnovnye-blyuda/keto-spagetti-boloneze-187385,Основные блюда,Авторская кухня,Кето-диета,14,2,40 минут,1,0,1
Консоме с беконом и грибами,/recepty/supy/konsome-s-bekonom-i-gribami-187384,Супы,Французская кухня,Кето-диета,8,4,40 минут,2,0,1
Овощной бульон,/recepty/bulony/ovoschnoy-bulon-187383,Бульоны,Французская кухня,Пошаговые рецепты,11,3,50 минут,2,0,1
Куриные грудки в сливочном соусе,/recepty/osnovnye-blyuda/kurinye-grudki-v-slivochnom-souse-187381,Основные блюда,Европейская кухня,Пошаговые рецепты,12,2,40 минут,1,0,1
Куриные бедра с шампиньонами в сметанном соусе,/recepty/osnovnye-blyuda/kurinye-bedra-s-shampinonami-v-smetannom-souse-187249,Основные блюда,Русская кухня,Пошаговые рецепты,13,6,1 час,1,0,1
Глинтвейн безалкогольный,/recepty/napitki/glintveyn-bezalkogolnyy-187889,Напитки,Европейская кухня,Пошаговые рецепты,6,4,20 минут,1,0,1
Тефтели из говяжьего фарша в духовке,/recepty/osnovnye-blyuda/tefteli-iz-govyazhego-farsha-v-duhovke-187871,Основные блюда,Европейская кухня,Пошаговые рецепты,8,6,1 час,1,0,1
Греческий салат с тунцом,/recepty/salaty/grecheskiy-salat-s-tuncom-187860,Салаты,Греческая кухня,Пошаговые рецепты,10,2,10 минут,1,0,1
Холодец из индейки,/recepty/osnovnye-blyuda/holodec-iz-indeyki-187851,Основные блюда,Европейская кухня,Пошаговые рецепты,7,4,7 часов,2,0,1
Салат с курицей и апельсинами: яркий и вкусный рецепт,/recepty/salaty/salat-s-kuricey-i-apelsinami-yarkiy-i-vkusnyy-recept-188065,Салаты,Русская кухня,Пошаговые рецепты,10,4,50 минут,1,0,1
Куриные стрипсы с зеленью,/recepty/osnovnye-blyuda/kurinye-stripsy-s-zelenyu-188060,Основные блюда,Европейская кухня,Пошаговые рецепты,8,6,1 час,1,0,1
"Легкий салат с куриной грудкой, запеченной тыквой и киви",/recepty/salaty/legkiy-salat-s-kurinoy-grudkoy-zapechennoy-tykvoy-i-kivi-188059,Салаты,Европейская кухня,Пошаговые рецепты,8,6,1 час,2,0,1
"Салат из тушеной тыквы, айвы и пекинской капусты",/recepty/zakuski/salat-iz-tushenoy-tykvy-ayvy-i-pekinskoy-kapusty-188014,Закуски,Русская кухня,Пошаговые рецепты,8,6,1 час,1,0,1
Салат с тунцом,/recepty/salaty/salat-s-tuncom-188004,Салаты,Европейская кухня,Пошаговые рецепты,9,6,1 час,1,0,1
"Вареный рис с кукурузой, морковью, тыквой и со сливочным маслом",/recepty/osnovnye-blyuda/varenyy-ris-s-kukuruzoy-morkovyu-tykvoy-i-so-slivochnym-maslom-188000,Основные блюда,Европейская кухня,Пошаговые рецепты,10,6,1 час,1,0,1
Вареники с картофелем,/recepty/osnovnye-blyuda/vareniki-s-kartofelem-187990,Основные блюда,Русская кухня,Пошаговые рецепты,11,4,1 час,1,0,1
Рыба с картофелем и сливками,/recepty/osnovnye-blyuda/ryba-s-kartofelem-i-slivkami-187905,Основные блюда,Европейская кухня,Пошаговые рецепты,6,6,45 минут,1,0,1
Салат с семгой и яйцом,/recepty/salaty/salat-s-semgoy-i-yaycom-187620,Салаты,Европейская кухня,Пошаговые рецепты,9,1,10 минут,1,0,1
"Овсянка с сыром, грецкими орехами и медом",/recepty/zavtraki/ovsyanka-s-syrom-greckimi-orehami-i-medom-187560,Завтраки,Европейская кухня,Пошаговые рецепты,5,2,30 минут,1,0,1
Борщ из свиной лопатки с красным сладким перцем и петрушкой,/recepty/supy/borsch-iz-lopatki-s-krasnym-sladkim-percem-187521,Супы,Европейская кухня,Пошаговые рецепты,13,12,1 час  30 минут,2,0,1
Котлеты из свиного фарша с петрушкой,/recepty/osnovnye-blyuda/kotlety-iz-svinogo-farsha-s-petrushkoy-187513,Основные блюда,Европейская кухня,Пошаговые рецепты,9,12,1 час  30 минут,2,0,1
"Овсянка на завтрак с яблоком, изюмом и медом",/recepty/zavtraki/ovsyanka-na-zavtrak-s-yablokom-izyumom-i-medom-187506,Завтраки,Европейская кухня,Пошаговые рецепты,6,1,30 минут,1,0,1
Тушеная тыква с рикоттой,/recepty/osnovnye-blyuda/tushenaya-tykva-s-rikottoy-187487,Основные блюда,Европейская кухня,Пошаговые рецепты,8,1,15 минут,2,0,1
Абрикосовый компот «Мохито» на зиму,/recepty/zagotovki/abrikosovyy-kompot-mohito-na-zimu-186590,Заготовки,Европейская кухня,Пошаговые рецепты,5,12,1 час,1,0,1
Скрэмбл со шкварками,/recepty/zavtraki/skrembl-so-shkvarkami-186568,Завтраки,Русская кухня,Пошаговые рецепты,6,1,10 минут,1,0,1
Салат с отварной говядиной и горячим маслом,/recepty/salaty/salat-s-otvarnoy-govyadinoy-i-goryachim-maslom-186554,Салаты,Русская кухня,Пошаговые рецепты,10,3,25 минут,2,0,1
Зеленый борщ со свиными ребрами,/recepty/supy/zelenyy-borsch-so-svinymi-rebrami-186482,Супы,Украинская кухня,Пошаговые рецепты,14,8,2 часа,1,0,1
Шампиньоны со сметаной и сыром,/recepty/osnovnye-blyuda/shampinony-so-smetanoy-i-syrom-186391,Основные блюда,Авторская кухня,Пошаговые рецепты,11,2,25 минут,1,0,1
Кубанский борщ,/recepty/osnovnye-blyuda/kubanskiy-borsch-174541,Основные блюда,Русская кухня,Пошаговые рецепты,12,8,2 часа,1,0,1
Рис ширатаки с уткой,/recepty/osnovnye-blyuda/ris-shirataki-s-utkoy-174737,Основные блюда,Авторская кухня,Пошаговые рецепты,8,2,12 минут,1,0,1
Мясной суп с квашеной капустой,/recepty/supy/myasnoy-sup-s-kvashenoy-kapustoy-175952,Супы,Русская кухня,Пошаговые рецепты,9,8,2 часа,1,0,1
Виноградный компот на зиму со сливами и гвоздикой,/recepty/zagotovki/vinogradnyy-kompot-na-zimu-so-slivami-i-gvozdikoy-187100,Заготовки,Европейская кухня,Пошаговые рецепты,4,12,1 час,1,0,1
"Виноградный компот «Мохито» на зиму, без стерилизации",/recepty/zagotovki/vinogradnyy-kompot-na-zimu-mohito-bez-sterilizacii-187099,Заготовки,Европейская кухня,Пошаговые рецепты,4,12,30 минут,1,0,1
Оладьи из картофеля и цукини с соусом из тунца,/recepty/osnovnye-blyuda/oladi-iz-kartofelya-s-cukkini-s-sousom-iz-tunca-187050,Основные блюда,Европейская кухня,Пошаговые рецепты,10,6,1 час  10 минут,1,0,1
Абрикосовый компот на зиму с апельсином и корицей,/recepty/zagotovki/abrikosovyy-kompot-na-zimu-s-apelsinom-i-koricey-186593,Заготовки,Европейская кухня,Пошаговые рецепты,4,12,30 минут,1,0,1
Салат с перепелом,/recepty/salaty/salat-s-perepelom-174930,Салаты,Французская кухня,Пошаговые рецепты,10,2,10 минут,1,0,1
Солянка с греческим йогуртом,/recepty/osnovnye-blyuda/solyanka-s-grecheskim-yogurtom-174873,Основные блюда,Авторская кухня,Пошаговые рецепты,10,4,30 минут,1,0,1
Рыбный суп с булгуром,/recepty/supy/rybnyy-sup-s-bulgurom-187191,Супы,Европейская кухня,Пошаговые рецепты,11,3,25 минут,1,0,1
Стейк из индейки с сыром,/recepty/osnovnye-blyuda/steyk-iz-indeyki-s-syrom-187189,Основные блюда,Авторская кухня,Пошаговые рецепты,7,2,20 минут,3,0,1
Утиная грудка на сковороде,/recepty/osnovnye-blyuda/utinaya-grudka-na-skovorode-187104,Основные блюда,Паназиатская кухня,Пошаговые рецепты,7,1,15 минут,1,0,1
Суп сливочный с овощами,/recepty/supy/sup-slivochnyy-s-ovoschami-187063,Супы,Русская кухня,Пошаговые рецепты,9,6,20 минут,1,0,1
Свиная вырезка с бататом,/recepty/osnovnye-blyuda/svinaya-vyrezka-s-batatom-186992,Основные блюда,Европейская кухня,Пошаговые рецепты,7,6,45 минут,1,0,1
Свинина с картофелем и кинзой,/recepty/osnovnye-blyuda/svinina-s-kartofelem-i-kinzoy-186705,Основные блюда,Русская кухня,Пошаговые рецепты,10,8,1 час  30 минут,2,0,1
"Овсянка на завтрак с сушеными вишнями, курагой, изюмом и яблоком",/recepty/zavtraki/ovsyanka-na-zavtrak-s-sushenymi-vishnyami-kuragoy-izyumom-i-yablokom-187518,Завтраки,Европейская кухня,Пошаговые рецепты,8,1,30 минут,1,0,1
Кокосовый пудинг из манной крупы на растительном молоке,/recepty/vypechka-deserty/kokosovyy-puding-iz-mannoy-krupy-na-rastitelnom-moloke-187451,Выпечка и десерты,Европейская кухня,Безглютеновая диета,6,2,30 минут,1,0,1
Молодой картофель в мундире,/recepty/osnovnye-blyuda/molodoy-kartofel-v-mundire-186463,Основные блюда,Русская кухня,Пошаговые рецепты,3,4,1 час,3,0,1
Бутерброд по-кавказски,/recepty/zakuski/buterbrod-po-kavkazski-186431,Закуски,Кавказская кухня,Пошаговые рецепты,8,1,10 минут,1,1,1
Быстрый рецепт аджики,/recepty/zagotovki/bystryy-recept-adzhiki-187411,Заготовки,Кавказская кухня,Пошаговые рецепты,6,8,2 часа,2,0,1
Лечо,/recepty/zagotovki/lecho-187410,Заготовки,Венгерская кухня,Пошаговые рецепты,9,8,4 часа,2,0,1
Азиатский куриный суп,/recepty/supy/aziatskiy-kurinyy-sup-187332,Супы,Паназиатская кухня,Пошаговые рецепты,9,5,30 минут,1,0,1
Куриные грудки фаршированные чесночным маслом,/recepty/osnovnye-blyuda/kurinye-grudki-farshirovannye-chesnochnym-maslom-187326,Основные блюда,Русская кухня,Пошаговые рецепты,11,3,40 минут,2,0,1
Быстрый рыбный суп из консервов,/recepty/supy/bystryy-rybnyy-sup-iz-konservy-187247,Супы,Европейская кухня,Пошаговые рецепты,11,6,35 минут,1,0,1
Чешский грибной суп кулайда,/recepty/supy/cheshskiy-gribnoy-sup-kulayda-176356,Супы,Чешская кухня,Пошаговые рецепты,13,10,1 час,1,0,1
Паста с сыром фета,/recepty/pasta-picca/pasta-s-syrom-feta-176183,Паста и пицца,Итальянская кухня,Пошаговые рецепты,7,5,30 минут,1,0,1
Солянка с курицей и беконом,/recepty/osnovnye-blyuda/solyanka-s-kuricey-i-bekonom-175542,Основные блюда,Русская кухня,Пошаговые рецепты,12,4,40 минут,1,0,1
Панна-котта с черешней,/recepty/vypechka-deserty/panna-kotta-s-chereshney-173901,Выпечка и десерты,Авторская кухня,Пошаговые рецепты,5,1,10 минут,1,0,1
Витаминный напиток с облепихой и имбирем,/recepty/napitki/vitaminnyy-napitok-s-oblepihoy-i-imbirem-187991,Напитки,Русская кухня,Пошаговые рецепты,4,2,20 минут,1,0,1
Тыквенный сок на зиму,/recepty/zagotovki/tykvennyy-sok-na-zimu-187983,Заготовки,Европейская кухня,Пошаговые рецепты,4,1,1 час,1,0,1
Морковное пюре с зирой,/recepty/osnovnye-blyuda/morkovnoe-pyure-s-ziroy-187917,Основные блюда,Марокканская кухня,Вегетарианская еда,10,2,30 минут,2,0,1
Спагетти с морепродуктами,/recepty/osnovnye-blyuda/spagetti-s-moreproduktami-187904,Основные блюда,Европейская кухня,Пошаговые рецепты,7,8,35 минут,1,0,1
Крабовый салат без риса,/recepty/salaty/krabovyy-salat-bez-risa-187864,Салаты,Европейская кухня,Пошаговые рецепты,7,12,1 час,1,0,1
Красный салат с крабовыми палочками,/recepty/salaty/krasnyy-salat-s-krabovymi-palochkami-187861,Салаты,Русская кухня,Пошаговые рецепты,8,1,10 минут,1,0,1
«‎Гранатовый браслет» с куриными бедрами и яйцом,/recepty/salaty/granatovyy-braslet-s-kurinymi-bedrami-i-yaycom-187859,Салаты,Европейская кухня,Пошаговые рецепты,13,6,2 часа,2,0,1
Крабовый салат с кукурузой и яйцом,/recepty/salaty/krabovyy-salat-s-kukuruzoy-i-yaycom-187855,Салаты,Русская кухня,Пошаговые рецепты,8,5,22 минуты,1,0,1
Стейк стриплойн,/recepty/osnovnye-blyuda/steyk-striployn-187834,Основные блюда,Американская кухня,Пошаговые рецепты,7,1,15 минут,1,0,1
Паста фузилли с томатным соусом,/recepty/pasta-picca/pasta-fuzilli-s-tomatnym-sousom-187737,Паста и пицца,Итальянская кухня,Пошаговые рецепты,7,2,20 минут,2,0,1
Глинтвейн с жимолостью и апельсином,/recepty/napitki/glintveyn-s-zhimolostyu-i-apelsinom-187698,Напитки,Немецкая кухня,Пошаговые рецепты,9,6,30 минут,2,0,1
Салат «Новогодний восторг» с гранатом и говядиной,/recepty/salaty/salat-novogodniy-vostorg-s-granatom-i-govyadinoy-188062,Салаты,Русская кухня,Пошаговые рецепты,9,5,50 минут,1,0,1
Минтай в сырной панировке,/recepty/osnovnye-blyuda/mintay-v-syrnoy-panirovke-188053,Основные блюда,Европейская кухня,Пошаговые рецепты,6,4,30 минут,1,0,1
Оливье с колбасой и зеленым горошком,/recepty/salaty/olive-s-kolbasoy-i-zelenym-goroshkom-188020,Салаты,Европейская кухня,Пошаговые рецепты,8,12,1 час  30 минут,1,0,1
Рис с тушеной свининой,/recepty/osnovnye-blyuda/ris-s-tushenoy-svininoy-186565,Основные блюда,Русская кухня,Пошаговые рецепты,10,4,35 минут,1,0,1
Кокосовая тапиока с ванилью и клубникой,/recepty/vypechka-deserty/kokosovaja-tapioka-s-vanilju-klubnikoj-31252,Выпечка и десерты,,,8,5,1 час  30 минут,2,1,49
Спагетти с горошком и белыми грибами,/recepty/pasta-picca/spagetti-s-goroshkom-belimi-gribami-16541,Паста и пицца,Итальянская кухня,,6,4,30 минут,4,0,49
Пшенная каша на кокосовом молоке,/recepty/zavtraki/pshennaya-kasha-na-kokosovom-moloke-80715,Завтраки,Авторская кухня,,11,2,30 минут,2,0,49
Куриная отбивная в пряном кляре,/recepty/osnovnye-blyuda/kurinaja-otbivnaja-v-prjanom-kljare-51934,Основные блюда,Русская кухня,,11,4,30 минут,3,2,49
Постный рис с овощами под соусом терияки,/recepty/osnovnye-blyuda/postnyy-ris-s-ovoschami-pod-sousom-teriyaki-58350,Основные блюда,Европейская кухня,Веганская еда,7,2,30 минут,1,0,49
Простой бутерброд с грибами от Джейми Оливера,/recepty/zakuski/prostoj-buterbrod-s-gribami-ot-dzhejmi-olivera-33620,Закуски,,,10,2,25 минут,1,1,49
Куриные рулеты с фисташковой начинкой,/recepty/osnovnye-blyuda/kurinie-ruleti-s-fistashkovoj-nachinkoj-33363,Основные блюда,Русская кухня,,15,2,1 час,2,0,49
Кускус с курицей и болгарским перцем,/recepty/osnovnye-blyuda/kuskus-s-kuricey-i-bolgarskim-percem-55753,Основные блюда,Восточно-индийская кухня,,13,6,40 минут,6,1,48
Черные равиоли с тыквой,/recepty/osnovnye-blyuda/chernie-ravioli-s-tikvoj-34285,Основные блюда,Европейская кухня,,13,12,2 часа,1,1,48
Овощное соте без капли масла,/recepty/salaty/ovoshhnoe-sote-bez-kapli-masla-38418,Салаты,Европейская кухня,,15,3,30 минут,2,0,48
"Сырная тортилья с брынзой, помидорами и беконом",/recepty/zakuski/sirnaja-tortilja-s-brinzoj-pomidorami-i-bekonom-37839,Закуски,Мексиканская кухня,,6,2,10 минут,3,0,48
Суп луковый с белым вином,/recepty/supy/sup-lukovij-s-belim-vinom-43906,Супы,Французская кухня,,11,3,1 час  20 минут,1,0,48
Пенне с колбасками и горчицей,/recepty/pasta-picca/penne-s-kolbaskami-i-gorchicej-40849,Паста и пицца,Европейская кухня,,9,4,10 минут,2,0,48
Плов с диким рисом и морскими гадами,/recepty/osnovnye-blyuda/plov-s-dikim-risom-i-morskimi-gadami-39787,Основные блюда,Европейская кухня,,11,3,40 минут,2,0,48
Классический винегрет с луком,/recepty/salaty/klassicheskiy-vinegret-s-lukom-47676,Салаты,Русская кухня,,11,8,30 минут,4,1,48
Японский суп с лососем и зеленью,/recepty/supy/japonskij-sup-s-lososem-i-zelenju-46424,Супы,Японская кухня,,13,4,25 минут,0,1,48
Спагетти болоньезе с тефтелями,/recepty/pasta-picca/spagetti-boloneze-s-tefteljami-34899,Паста и пицца,Итальянская кухня,,12,4,35 минут,1,0,48
Спагетти с помидорами черри и базиликом,/recepty/pasta-picca/spagetti-s-pomidorami-cherri-i-bazilikom-39023,Паста и пицца,Итальянская кухня,,8,2,20 минут,4,0,48
Панна-котта с черничным компотом,/recepty/vypechka-deserty/panna-kotta-s-chernichnim-kompotom-19909,Выпечка и десерты,Итальянская кухня,,11,4,1 час  30 минут,2,0,48
Персики по-кардинальски,/recepty/vypechka-deserty/persiki-po-kardinalski-19504,Выпечка и десерты,Веганская еда,,3,4,30 минут,1,1,48
"Английский крем с шоколадом, ликером «Франжелико» и свежей малиной",/recepty/vypechka-deserty/anglijskij-krem-s-shokoladom-likerom-franzheliko-svezhej-malinoj-20837,Выпечка и десерты,Британская кухня,,8,8,4 часа  20 минут,5,0,48
Быстрый суп с томатным соком,/recepty/supy/bistrij-sup-s-tomatnim-sokom-25815,Супы,Испанская кухня,,12,4,20 минут,3,1,48
Рис с креветками в соусе терияки,/recepty/rizotto/ris-s-krevetkami-v-souse-teriyaki-56929,Ризотто,Паназиатская кухня,,4,1,20 минут,1,0,47
Тушеные картофель с морковью и специями,/recepty/osnovnye-blyuda/tushenie-kartofel-s-morkovju-i-specijami-35000,Основные блюда,Русская кухня,,14,3,30 минут,1,1,47
"Паста с песто, кедровыми орешками и рукколой",/recepty/pasta-picca/pasta-s-pesto-kedrovimi-oreshkami-i-rukkoloj-39574,Паста и пицца,Европейская кухня,,9,6,25 минут,2,0,47
Швейцарский суп с сыром,/recepty/supy/shvejcarskij-sup-s-sirom-33728,Супы,Европейская кухня,,9,4,1 час  20 минут,2,0,47
"Гречневая лапша с тыквой, лисичками и курицей",/recepty/osnovnye-blyuda/grechnevaya-lapsha-s-tykvoy-lisichkami-i-kuricey-57971,Основные блюда,Европейская кухня,,20,2,30 минут,4,0,47
Соте с курицей и грибами,/recepty/osnovnye-blyuda/sote-s-kuricej-i-gribami-46441,Основные блюда,Европейская кухня,,13,4,1 час,4,0,47
Грибной плов с каштанами и шалфеем,/recepty/osnovnye-blyuda/gribnoj-plov-s-kashtanami-shalfeem-25145,Основные блюда,,,11,4,30 минут,1,0,47
Овощи по-китайски с яичной лапшой,/recepty/osnovnye-blyuda/ovoschi-po-kitayski-s-yaichnoy-lapshoy-91965,Основные блюда,Китайская кухня,Вегетарианская еда,13,4,30 минут,0,1,46
Французский бутерброд «Крок Месье» от Арама Мнацаканова,/recepty/sendvichi/francuzskiy-buterbrod-krok-mese-ot-arama-mnacakanova-68757,Сэндвичи,Французская кухня,,14,2,45 минут,1,0,46
"Красный рис со специями, курицей и зеленым горошком",/recepty/osnovnye-blyuda/krasnij-ris-so-specijami-kuricej-zelenim-goroshkom-21107,Основные блюда,Китайская кухня,,12,4,30 минут,3,0,46
Равиоли со свекольным тестом и тыквой,/recepty/osnovnye-blyuda/ravioli-so-svekolnim-testom-i-tikvoj-43395,Основные блюда,Итальянская кухня,,13,2,1 час,1,0,46
Суп-гуляш,/recepty/supy/sup-guljash-43849,Супы,Венгерская кухня,,16,4,1 час,1,0,46
